4.218316589,4.563530082,4.65820507,4.142532943,4.181975454
4.385424871,5.0337036,5.930833721,4.314254637,6.894422894
4.00444891,7.53545295,4.542480964,4.249705525,4.065857992
6.120597517,3.901487288,6.232126579,5.391710273,5.520989261
5.992042715,4.371318609,6.205753506,5.032938487,3.77357368
5.081522558,4.091930931,4.518049663,5.460324827,5.805052878
6.295713901,5.176670483,7.137048796,5.490560979,5.398243856
4.381816451,3.860862434,4.269130058,3.085404513,4.57820819
5.658892532,5.696818461,5.785947805,5.493150765,7.32597813
5.29783223,6.360760962,5.499206863,4.363094503,5.313784767
4.881495114,4.539079454,6.020730451,5.678408014,4.958258741
5.903457931,3.800080903,4.003191533,4.16767365,3.474277163
4.880108135,3.280109139,4.968133579,5.12174155,5.133773028
4.632379968,6.021373919,3.813641469,4.35171445,6.564330887
4.062301868,4.602584921,5.193479082,3.574021447,4.184217359
5.791480943,3.392636371,2.334634827,3.684372713,6.226262611
3.93741915,4.832723461,7.081869752,6.142950623,5.634378239
5.222403287,3.020248313,4.499752903,5.009295036,5.820380137
5.600865633,5.606556796,4.188689799,4.030969775,2.894155968
2.954164428,5.38964572,4.770219574,6.939079084,6.263110789
4.726154556,4.3834831,5.209092832,4.19515858,6.357484507
5.432435172,4.924309577,4.781045972,4.690151071,3.347598194
7.074575605,6.448106559,5.380418896,6.926200639,5.089968353
5.546303909,5.508935045,4.940946509,5.394519475,5.844174792
3.644434527,4.327933438,5.145978447,3.920998223,5.522742312
3.966304702,5.745437774,4.747458332,4.434769506,3.556895662
5.254358383,4.021629264,3.729549588,5.658798172,6.372241059
4.148592451,4.177155132,4.800124897,3.933510597,3.760156359
5.270907776,3.537559804,6.116309249,4.035485416,6.420712579
3.336411409,6.605694706,5.219110916,5.476115929,5.753134373
5.122897745,2.760860424,6.749513103,5.002027036,3.198327376
5.098343662,4.897504495,5.365492951,3.447010512,2.621762304
5.657562396,5.636531468,5.920501861,6.198350219,5.65178142
5.139564236,6.095718289,4.94500854,4.11559371,4.711750434
4.560077413,5.877303137,4.023109467,3.319699444,3.596290425
6.211790277,4.734484391,5.311454187,5.181023552,5.465347512
4.868233544,4.988716581,6.395965228,5.174806019,4.986880539
5.443295676,3.084922481,5.174727575,5.854598738,6.600164978
4.23912128,3.54177986,5.245754563,6.55606358,4.365340955
4.823407961,4.875175263,5.106341531,3.971381956,3.879402483
6.157177394,5.738787094,5.424636255,6.117737156,4.34831294
5.264326445,6.955895641,4.373646915,5.763741355,5.895547601
4.491848257,5.149227617,5.037684913,4.504428843,2.133490979
2.197155608,4.608537564,3.309249349,6.502849045,4.422701649
5.952404662,2.89204594,5.341876785,5.596198788,5.507977802
4.692237225,3.610489911,5.195740313,3.928769855,4.17199375
5.089046353,3.925777618,5.165880465,6.495086508,4.509266218
3.208695615,6.142068413,3.155190042,6.549929038,4.717168748
3.446755853,6.288485691,5.177681159,4.186243258,4.133547135
5.112113412,3.524281182,5.673985596,4.888425464,3.472067091
5.479203663,3.892067197,4.7859004,4.937728035,5.510067366
2.362901922,4.038648184,6.331795829,6.860553311,5.028499016
5.040976147,5.508848643,5.844174792,4.744929937,5.970621841
4.726074975,6.860553311,4.939108193,5.775676199,4.402064077
4.72940941,4.321976247,5.040670329,4.514006959,4.534054496
2.739723767,5.179079507,4.091121481,4.809481324,3.985817911
3.204875737,4.533883965,5.64809683,7.297201718,4.228039087
5.227111059,6.001976671,6.067569428,4.829387889,5.09619157
3.926323315,5.920736056,3.383382263,5.935444859,5.723000539
5.530915258,5.099728368,5.925772383,6.091823378,5.680913672
5.076764763,6.48579602,5.796303539,5.658798172,5.522917389
5.357979388,3.268235686,5.721013294,5.04802132,6.081468781
4.743112085,4.922314373,5.225697931,5.175349442,3.714315552
3.811472324,5.480920335,4.444971763,5.101188107,3.897424121
4.088458935,4.83567136,4.620979452,5.009982841,2.771064955
3.469111233,4.410185865,5.685647592,5.925419954,3.399007382
5.683133976,5.988295596,4.882727479,4.349636255,5.259022954
5.472862212,4.862058075,5.317322701,5.675906904,5.426814495
5.493064363,6.152409368,4.633607786,6.026542122,6.252983566
5.579107109,4.423063173,4.13799229,3.135108399,3.998403044
4.44023557,5.243469458,4.721306949,6.407406671,6.193188837
6.771122697,4.84496867,5.077609457,4.222359293,4.01667934
3.740277078,3.55797796,6.471867108,3.79535153,5.417113597
4.032313553,4.619252549,5.741101758,6.125195013,4.038768692
7.581873559,4.53158067,5.033780907,4.079382178,5.511288363
4.625249529,2.828690539,5.965001163,4.602749767,4.48303639
4.364124506,4.840941882,5.286813702,6.308389983,4.524141003
4.934432253,5.122975052,2.298218659,3.97604539,2.624345269
4.996825863,4.863601943,3.634202711,3.046687324,4.208100689
4.653741725,3.350585884,4.249503162,5.201357579,5.328927854
4.67058784,4.554086116,6.057749159,5.64329015,4.18208232
4.688143362,5.997940788,6.714543032,4.453873443,3.885116383
6.161372438,6.480052561,4.018166363,2.981312845,3.562720975
5.334586048,4.999655529,5.613836164,5.505456228,6.012265329
5.710242603,6.492985575,3.455386958,3.035218596,5.68255531
4.179512997,6.748803697,5.776708475,4.452275006,5.418616537
6.088774297,5.772784006,5.325699148,4.522340204,6.559146767
4.599021976,5.719428499,5.631480361,4.330041192,5.078913445
4.619499249,7.592714736,7.599408617,6.92767402,4.472076979
4.914946329,4.375600055,4.332242169,5.700333658,4.952361804
4.133547135,3.7491924,5.383298584,4.729648152,6.17438276
4.254562226,4.664038342,3.537109605,3.357698132,6.777771104
6.015848738,4.628120122,5.858351541,5.397415079,5.253805865
5.008835741,4.730441687,6.715543476,6.775915734,4.063488758
4.790047696,6.07804226,3.708876774,6.689159035,4.613241926
5.615962108,2.865197656,7.035403668,5.870020358,3.968391992
4.132098765,5.449210802,4.888580078,5.895661287,7.152301022
3.922367013,6.747393981,4.447201162,4.949451421,4.275112259
6.286734914,6.350790626,6.614080247,6.003113539,3.315288394
5.222169092,5.075000344,4.784334932,6.214505119,5.87303988
